,rider_id,rider_timestamp,Nth_churn_rate,Nth_users_lost_during_period,Nth_users_at_start_of_period,Nth_percent_of_all_users,Mth_customer_lifetime_value,Mth_number_of_customers,Mth_number_of_purchases,Mth_number_of_unique_customers,Mth_sum_of_customer_lifespans,Mth_total_number_of_purchases,Mth_total_revenue
23,ca772928-15a4-4725-8b84-92b060921408,2033-04-26T22:12:48,38.60901486,34.15515627,19.11823292,56.103344,22.04631579,1,22,9,4,32,386
24,fcd17137-515e-4713-844e-3716a17746b6,2026-10-29T15:08:39,129.0500459,90.00326199,43.38776027,76.00654555,23.65451389,2,81,3,1,72,87
25,819088f8-3bd9-4467-9fd7-50648c12a4ec,2019-05-20T07:35:33,20.486032,51.19344744,31.52655598,46.31044941,459.3838384,5,66,7,9,82,382
26,6597c2e2-edf8-4101-8156-df95b3bf1372,2033-01-27T20:09:28,220.6550569,38.67321998,94.73799779,9.050754343,241.6,6,90,6,9,33,493
27,81ec1802-4bd6-446c-9d81-43ae0d58341c,2030-09-06T21:13:54,3.668730251,47.39297469,65.15434465,50.57703461,99.92722603,2,83,5,4,8,406
28,b17dadee-9202-4dc8-a22c-2c98b7bfcce2,2031-09-05T17:58:17,16.61617009,7.350386193,33.62033749,19.98583675,831.25,4,83,3,9,20,272
29,d9ee2347-b26a-4f79-bca9-1c039eabcfd2,2033-07-01T06:56:40,204.466303,10.91569648,51.56134264,7.246873361,16.85555556,8,50,6,8,46,139
30,7cbc0b7f-3f35-4f66-ab0f-64e0d5592c69,2019-09-16T22:29:40,7.061159622,3.776711429,6.250519908,18.54947577,66.61290323,10,76,3,9,36,104
31,1cce1ec4-ca7e-4c61-bbb3-f4c3789ae0a1,2023-07-27T03:02:25,24.93494254,35.39557209,24.33696817,56.34011162,390.55625,9,41,3,6,26,548
32,e281da18-a243-4180-bdff-5afb2f0d2eac,2027-06-11T15:13:38,9.874734761,81.04019668,19.17680285,57.75702517,60.17094017,7,73,6,6,38,354
33,580df274-e5e8-4598-b295-57155a2a1eea,2016-09-10T15:13:57,46.79234435,29.67238404,92.0997153,54.84487287,21.19222689,4,84,10,3,33,909
34,c17e99f8-2ccf-41e0-9c65-c608412af0f2,2014-07-30T23:47:00,142.3028713,81.7142443,65.77224503,37.81450113,12.66666667,7,86,4,8,95,500
35,ce1b4238-6ad4-45e1-8278-55cff89b1ad1,2029-09-29T05:42:51,61.84373135,34.26795874,13.46387847,42.04632171,26.44033613,5,73,1,2,17,417
36,4bde6c61-6afe-4d42-818f-aa20214b90f2,2014-10-24T08:48:17,98.28961364,41.77866457,48.8777306,63.33163047,253.547619,9,61,5,10,10,297
37,92ee5380-4534-4040-b2fb-8aaed8cfa8e7,2021-03-02T03:28:56,35.2751731,11.03755355,54.15312495,83.58419791,1.781793478,6,17,2,10,4,228
38,cea7900c-6b4a-4f77-a8d2-8674afd4548f,2025-08-08T16:18:32,16.82368279,40.43300043,93.60550412,82.74370398,149.625,9,13,8,7,4,332
39,8551226b-60cd-4efc-88c3-42d306e87815,2017-10-07T17:50:40,64.7374817,26.14402628,29.61433812,47.40052472,43.37837838,2,70,6,6,33,592
40,4088ae47-2658-4059-85f7-3dfda48664d5,2028-01-16T03:08:59,6.866612367,31.36916909,12.83810218,90.11661659,449.7948718,2,65,7,3,96,662
41,763db6d3-9696-4b02-9cb3-8c5c386cdf48,2027-08-13T05:54:01,19.10024128,99.04430067,65.26324424,88.93409594,91.30434783,10,68,10,4,50,789
42,4384861b-5786-4fa7-8177-d4b772200943,2021-12-06T20:40:17,90.32956167,84.97345926,35.64526522,74.34477563,393,9,76,7,7,27,453
43,8a8a36e6-3362-44e9-b7d2-b8064aa1abc1,2030-05-28T22:27:52,0.87635145,74.96862475,25.84211658,34.96285311,6.341269841,3,56,6,4,2,942
44,4e6ae91d-ea03-44b9-a8cf-00b6f5e4057b,2030-11-20T13:03:27,88.23939289,62.07009839,48.22050526,79.5197211,829.7142857,4,3,4,2,29,266
45,469a4816-371b-4f97-96b8-863dadefc42e,2019-09-12T16:08:44,0.378170881,29.70102921,83.99197239,0.219671837,1.437272727,6,58,1,9,11,633
46,9c491114-ecc9-4bc5-980c-fbbc206e8cb8,2033-08-21T07:04:25,38.30070289,46.67392032,84.36102041,45.54214284,55.62081129,8,6,1,10,24,501
47,18fa28fa-3b83-4e41-8cf4-9b970301c06b,2030-08-22T01:47:52,232.5374119,41.01460052,96.00503904,78.60817891,634.8496241,4,70,9,8,53,19
48,7d1f93e6-af58-4ed5-930f-7021f638dea2,2022-11-05T13:35:57,16.19855709,92.85202358,86.42803475,99.33087548,175.0555556,3,83,7,7,94,911
49,3bda7ca6-1938-4263-ba6c-fa052de1574f,2014-09-08T17:04:52,8.028190626,21.12603896,6.72573579,11.56678519,4.858707865,6,45,4,7,69,689
50,72f65d54-4576-4521-995e-d0ae67f7f1ad,2018-05-11T02:30:22,55.34147725,83.9800916,89.59325858,3.946892651,10.10280899,4,99,6,5,79,410
51,302791cc-1a96-4bb4-af0d-702d7884f874,2032-04-24T09:27:39,46.85104761,79.53400975,39.69243459,43.97230758,3591.9,7,12,1,2,47,187
52,74412c50-ef75-47ff-be30-6e6d9f23df5b,2021-05-05T18:52:10,392.7784129,48.23461094,61.53895921,2.704315678,208.7037037,7,72,10,7,42,469
53,0fb0f912-d70e-4eec-b046-ba40f84e4dd9,2029-09-23T00:02:15,22.50005336,28.21035457,41.05981946,12.42275905,145.92,5,5,8,10,88,428
54,596c4a0e-217b-4417-b761-929687f719ca,2014-05-05T02:33:36,137.0621225,21.41935853,61.71961228,75.86981117,105.958125,3,20,8,4,34,377
55,8793dc86-d00b-4686-845c-a8d95484fca5,2018-10-17T02:47:07,47.97302966,41.29441456,67.03947091,24.7368915,759.4666667,10,56,3,8,85,785
56,e47cfa9a-2367-40e8-bade-1f4c8ed51a83,2023-04-16T20:43:19,34.24642308,70.9908305,76.57923809,24.60332995,101.0577957,1,29,5,9,91,269
57,a28480ce-5f12-46f0-9a5d-d394ab5aec01,2019-11-04T03:42:44,77.94943024,1.101178011,59.04012662,0.261481472,4822.941176,1,76,4,8,4,198
58,a03e9ec9-0222-44b7-9bf8-5b19fc0b26e1,2025-04-21T14:27:48,123.8575253,17.53862574,51.76940288,99.07604126,25.81560284,4,68,4,9,79,311
59,a85eea3a-4dc3-4041-b53c-a5ed7bc160d0,2028-03-10T07:38:38,4.392241313,81.81503522,14.65541593,85.00133591,325.1875,1,64,9,8,42,697
60,a399311b-1dce-4e6f-b6ec-5ff5e967aaff,2030-08-23T00:42:24,199.1352781,72.52856851,76.63394047,59.58022395,18.22857143,1,28,6,10,94,977
61,4793cb7c-04db-4f46-9315-71a34a1181b7,2022-09-04T21:12:25,40.60292155,51.61276455,0.808414994,16.42279,74.44879518,8,81,2,8,64,750
62,9df615f5-195a-477b-bc37-de9a1a8548de,2027-03-31T00:03:44,13.44902831,84.86694234,84.90806105,50.248587,33.16666667,1,62,2,8,21,330
63,83f343f6-4c7c-4586-ac77-2aac3d40364f,2018-08-24T02:56:24,2.30074415,33.29709577,74.98070421,95.88769696,89.22222222,9,88,8,8,26,658
64,f7beeb51-33f9-4ef3-a262-a083d03ce8db,2019-09-04T03:48:02,2130.432199,33.62838709,40.84389673,60.11994689,52.2566586,1,8,1,4,76,758
65,df63f759-4e64-4494-aea0-6eabd85002d8,2015-01-17T23:52:01,58.13972562,93.04492873,50.33538821,86.49727022,5.128378378,3,68,2,8,75,919
66,e91c974d-40df-4993-ad0f-26c0908a2e67,2021-03-23T06:01:11,33.35275491,59.62455775,65.26558004,41.13470889,418.25,8,40,2,5,87,996
67,99b48968-8421-46a2-b473-0806c19415ea,2026-08-26T05:40:57,30.39038679,63.5401301,0.193022467,13.67301504,4.141900937,1,95,7,5,31,917
68,c7ebd7f9-8bb1-46ec-8ecc-4f6e3066fe70,2023-05-05T09:54:14,2.339770385,68.58580683,98.78419145,27.30869133,298.5428571,5,22,6,6,87,1
69,85b7e06e-bf68-4d98-98a7-96704880f7f8,2023-10-25T08:47:18,45.36590793,23.00331515,29.14250287,27.00609577,411.75,3,81,2,10,82,598
70,bd06e886-2766-4e38-bcdb-485f49d6e3a1,2017-06-24T13:35:03,6.58138465,53.64019495,99.56815155,90.77072766,64.63095238,4,85,1,3,18,656
71,8a39b02a-a716-4610-afe2-c4a2c6b321c6,2026-10-31T20:48:32,20.95870958,98.56326215,8.072197566,49.69024924,79.10886076,7,39,1,9,55,368
72,2d5f8b6c-b673-4c0b-bbd8-574c4d39315f,2020-07-11T09:57:43,53.96173253,77.29085334,31.36095602,93.09519569,55.93636364,10,64,6,3,30,621
73,9a547353-9ec6-4c5d-a73d-aba11c573db5,2019-08-26T13:10:56,13.62446074,50.09515904,47.41217267,47.49863675,32.47058824,10,18,9,9,17,93
74,d9cf9c8d-229f-413e-9c47-81e9022b591b,2018-01-26T01:28:54,165.7063279,71.18886353,8.754167248,83.08641773,51.43820225,4,43,10,10,12,712
75,679fff67-da9d-4c6f-ad6b-49833338be00,2024-06-02T04:21:16,318.0418093,72.35437494,93.71950055,34.30593203,6.776785714,3,98,9,4,41,872
76,1d310572-757b-4ae5-b046-eb7b8737d426,2025-01-30T08:15:46,79.83521614,43.95827031,23.95560823,30.38039114,499.2857143,10,34,8,4,11,169
77,4be8b3fa-bcb9-4bec-97ea-a9b7cdeb153d,2023-06-25T21:29:03,37.17096055,88.98005449,42.47956448,83.67447423,28.31818182,1,99,7,9,47,751
78,a39ad2f5-81b2-49ad-963f-b5c42fb7419a,2020-12-29T15:36:09,28.40801486,58.43773541,33.03726932,82.76662603,411.5151515,2,36,5,4,74,486
79,079fa2eb-431b-41ae-b452-983205a0878b,2029-12-01T02:44:00,100.9508701,27.32682046,71.47923815,7.124682062,412.7586207,3,7,3,6,94,408
80,2f668b6a-b91f-48a3-ac90-3ffbd85413ab,2018-03-06T02:30:44,18.10125351,40.59288748,64.69481131,91.66674343,32.8125,9,82,2,7,12,419
81,fa1d61ed-ecbe-4506-9b30-97123a8d1660,2027-12-19T17:11:23,58.11254048,44.28608747,10.19217094,4.468247061,202.3809524,9,67,5,10,41,724
82,936af93b-f940-41aa-ae3e-ef623a13cc71,2016-12-31T14:37:00,494.4641982,75.79562095,44.0909108,35.79402822,8135.52,1,14,6,7,45,805
83,86d256b9-a8d3-4a8d-9fe1-7e5bb068983a,2027-08-05T14:03:03,27.0071122,75.62733654,72.81490985,27.75851281,8.633879781,2,75,1,5,82,982
84,68ad26e3-b2d4-4148-a2c0-fcc2f41683c2,2017-02-27T06:35:43,13.86400869,98.15556156,50.50475205,90.68319892,887.7222222,2,89,3,6,90,445
85,1a7e7422-8cd1-43f4-b904-9d49f6600097,2028-05-15T19:01:39,5.364538566,52.19752173,64.42785617,4.258851221,1198.666667,3,40,2,4,21,741
86,d0b2e4eb-e8e5-438a-88ed-8755dc8a906a,2030-08-05T04:06:20,46.71043362,99.33056408,77.37688693,68.44653866,888.8,5,15,6,3,90,453
87,992993ff-7e30-4d97-a9c7-a44de3aba4aa,2014-11-12T03:58:22,114.1143594,82.90997096,35.55167477,81.18513906,243.0555556,3,68,9,8,35,713
88,e46508c7-ed88-445c-a424-5102b6ce5b11,2022-10-17T15:45:25,21.90181462,34.03872504,32.76480519,70.5346735,512.4,8,39,3,10,53,384
89,96c7cc4d-e3fd-4b85-9123-1b9c2ed2d5d5,2020-06-14T18:12:45,29.68718557,14.7905452,87.17962348,25.21702684,209.3444444,3,11,3,6,98,538
90,a6c28aea-fff3-4822-816c-6048c7748820,2030-05-07T13:22:48,336.2990136,22.83767542,95.08169494,43.74727463,1158.614754,5,10,7,4,53,669
91,61859cdd-c932-43e4-b5fa-e5becfb317a1,2021-11-28T15:09:10,50.83587786,26.70437694,32.1913819,42.68155887,743.0232558,7,21,2,9,56,808
92,72a5db49-15f3-4714-9528-6d4b67ea64d7,2023-08-21T02:59:36,3.273962541,30.2802277,8.425603267,94.4827217,15277.5,10,95,5,5,27,385
93,ad039a16-4d7c-4d8a-b977-90c51d97125f,2023-02-03T23:39:07,8.158903322,16.63182171,66.80634423,32.42370568,246.5357143,6,25,7,6,53,173
94,f6e23cad-1330-4804-9f64-04041c9ae974,2033-10-01T23:17:09,5.528252177,46.88732325,89.59097806,2.383585979,116.3448276,6,66,8,5,55,861
95,2716c759-596b-4bda-8493-a9f72e18841f,2014-07-14T20:29:58,1502.760399,42.21166638,41.87563549,9.835973961,84.96732026,4,12,10,10,93,726
96,e5c9b499-7a1d-4bcc-a484-fca92ffda799,2024-08-10T02:45:54,64.32951125,17.99295742,60.99521434,48.03223207,199.9387755,3,13,6,5,41,626
97,282bf43d-70ec-496e-91bc-1f92a3317a98,2016-01-29T08:42:04,4.670393011,47.538975,30.27156688,28.46695614,116.0873239,4,12,7,10,33,502
98,e8a6c1f4-5dcc-48b0-a334-026d5237d0d7,2029-08-23T13:08:34,22.73437515,43.47137186,46.16618593,35.05582886,46.04444444,8,71,9,1,88,208
99,909c21b1-5e71-477a-b0ac-85607da48975,2022-01-13T16:27:49,152.504463,88.60300285,44.83847515,35.57641398,11.68148148,9,83,9,3,94,837
100,894447d4-9858-410d-b4f6-01d111c30f3a,2015-04-19T15:40:25,60.44839194,33.52242348,25.54016436,0.40380915,63.95675676,6,19,3,8,43,536
101,5555e959-381c-4bcf-b09b-f0531859b54c,2020-10-27T01:41:39,0.169137272,43.8925052,11.91012242,89.72956742,95.07446809,7,25,8,6,5,411
102,ce4c6839-2ac1-4ebd-86d5-1ef91c8e4eca,2027-10-11T01:08:25,22.85322494,24.51947735,3.140654153,48.42908505,13.11567944,8,86,10,10,2,75
103,99c2aae8-e49e-43e1-882d-5e6b04ef30db,2019-03-16T04:53:24,54.37527588,91.32592739,91.62324231,31.35637558,361.6666667,3,44,3,7,49,621
104,72eb7b5f-fcf9-467e-8afc-d8be1b4234f5,2033-05-29T15:13:49,169.8889906,34.09124978,5.036243683,52.21847392,921.25,7,42,10,7,94,436
105,7c8abc65-9c00-452d-9f28-bb67c32955b7,2033-01-23T23:28:10,19.14945807,14.26022249,56.92338238,22.25167762,279.2929293,9,9,6,2,65,1
106,2da461cf-e70c-4112-b53a-d2c365eea2d3,2018-01-09T10:54:28,377.8396259,93.25102049,96.04359058,49.82085618,6707.142857,3,14,3,5,12,202
107,0893c47a-a11d-4b52-9376-a1fc2232b7c0,2030-06-14T07:23:03,62.95545044,73.26971882,92.30180876,32.61944528,122.609589,1,48,5,2,25,865
108,ab529fb8-485a-4eee-ab54-f8c61fb73749,2023-06-16T02:22:39,13.64175289,43.66157134,57.84536503,34.2084418,2.100711549,7,69,6,10,50,555
109,c75beec0-385e-4303-adcc-c46cfcc13e73,2021-12-28T14:50:45,40.70535964,11.3900965,14.24915533,24.04403662,181.037037,4,9,4,1,16,92
110,dae790c7-679d-49ad-a862-bbd6dccf13db,2018-09-10T03:14:10,263.8576125,1.856431134,52.70528405,1.733446497,32.8525641,4,32,2,8,65,437
111,c950e262-8152-48f0-a217-7a9dddb3d15b,2014-09-01T07:27:04,3.732365587,94.54708205,12.47937391,34.49236169,87.6036036,7,6,2,3,17,633
112,4cf3c578-daf9-4b94-86e1-48f0be671fbe,2015-12-16T16:06:14,43.61551861,41.85332112,84.06071058,67.90014464,365.625,1,31,1,3,97,742
113,6dfd4ede-2313-413b-a405-64e254a2e59f,2026-06-15T23:25:42,36.8606873,72.88620955,97.1271393,79.71205721,199.2349206,4,79,6,1,45,890
114,23ebe694-4297-4793-a81a-70d0df7f96c9,2015-08-03T04:47:43,131.0448095,84.04274453,98.04778017,89.31688773,2.627350427,2,37,8,4,40,338
115,44b28b16-38da-4070-bf8a-39bbfc83a259,2019-01-15T16:56:09,34.00491102,10.23741016,79.07716288,68.43861682,18.25,9,75,4,1,39,309
116,c6742254-f71f-40a3-a56a-14477dbde00a,2016-05-31T14:13:47,30.75282138,32.31757331,20.65712533,93.45155465,50.34070588,4,63,10,8,59,834
117,ec1d63dc-4a57-4aa0-aa74-0711fe82eab8,2034-01-08T01:02:52,113.6069545,26.56191684,14.4259562,99.47702614,9.353741497,2,27,6,10,49,140
118,b17406f0-1d32-4593-bca3-9e68cb0f2d52,2030-08-29T21:24:27,43.83586741,68.2987751,6.29055873,31.20034054,26.07936508,5,78,9,4,66,154
119,0c6ee763-5f9c-4a6a-a1a3-9522e54438ca,2020-10-08T15:12:55,18.82771071,14.81360392,30.55433368,73.82094589,16.70930233,1,62,6,10,23,533
120,42cbc20d-4936-4d46-a21c-5c74af1444d0,2034-12-27T10:08:16,13.3105578,15.86151829,73.15712489,51.04832069,8.33,10,73,5,1,52,279
121,2ede08ce-92e0-444b-a13e-11d8ebd1e19e,2015-01-30T20:42:51,37.79802924,58.10470455,20.48605586,61.49943821,123.635468,3,18,2,5,38,971
122,d306427d-03f7-48ab-8d93-4ab29256d849,2030-03-23T22:57:00,2.452399427,8.408422535,92.7782116,5.11967847,1422.222222,9,79,4,1,20,496
123,afa2aa76-a828-446c-879b-7b6cf1862ae3,2017-07-17T12:57:02,21.97233689,89.25437122,99.97366095,67.12795896,70.56737589,4,89,9,2,30,1
124,46209c7f-1bc3-45fb-b8b9-8e2bc4953cb4,2021-05-07T22:48:51,21.62760865,61.47409318,63.4828485,85.21815616,16.66985294,10,67,1,8,12,285
125,76fe2bfe-e495-4612-841b-0e1b647954f9,2020-02-27T05:58:26,12.08505467,93.17274543,85.92678684,34.63476806,6.355555556,1,61,5,10,95,841
126,5af6b86b-4bea-4877-8946-21487c4d92ad,2016-09-04T08:05:14,58.08930458,55.93302335,9.384807921,37.15883871,3.948051948,1,9,4,7,99,917
127,f225973e-bedf-4553-a6a7-a8213d0ce012,2016-03-31T08:41:40,20.61360716,96.26966277,94.14318948,27.17425386,22.49775533,10,86,2,6,58,851
128,4511a806-0ce9-4381-b00b-7fd806107e3f,2024-12-11T21:58:44,2.559750065,29.64916366,61.6886172,45.18983445,67.2,9,25,4,5,7,810
129,0453d689-07f6-42e9-907b-aadd347b5b08,2021-11-22T00:00:06,244.42461,26.31629141,55.71923171,38.04565845,416.5,2,88,10,5,40,849
130,a4c3643f-35d6-41c4-a480-3a01cec410b0,2026-10-12T15:17:15,12.55522851,78.50952654,11.32848339,53.88759127,9.733333333,2,91,1,3,96,510
131,3a33c3f3-ec1e-4086-ac52-a7ee6ae02c4c,2022-10-04T05:24:03,0.043178515,32.7930786,47.41581881,14.1740402,213.8888889,3,77,8,2,73,471
132,7d65ec4a-60d0-4833-a541-4c28f0dd7fbc,2032-11-12T20:05:06,484.6569884,87.16628039,30.15891642,34.37255182,103.5146771,6,32,6,2,75,333
133,5aec982e-befa-4695-b850-b3d2e192b866,2019-12-18T03:13:59,472.4436258,76.53234098,6.787590923,80.72294376,182.5714286,1,66,4,2,71,41
134,c6bc1c6b-49c1-42a6-b337-e0a53bdbc26a,2029-03-20T01:16:47,28.32461513,74.97511509,81.077959,73.60095817,36.29437229,7,19,9,10,19,978
135,9cb9a84a-385b-4475-80e3-1cd9f1d02627,2017-09-02T19:03:20,61.20297509,31.50454564,7.281131406,98.37942095,113.3714286,2,77,4,2,2,192
136,87cbc53b-741d-4d1e-a945-02e2a14d768f,2027-11-15T10:56:45,41.69111454,72.5705156,16.48070675,42.57753238,29.24705882,8,5,6,2,32,835
137,c36f86c1-b6ec-4fee-ba27-90879d28ee44,2019-03-01T11:39:45,10.36470901,18.11251773,86.88543863,16.2680581,287.6666667,7,34,9,4,56,546
138,98fa4ba1-3ef7-499d-84bf-e0c564485215,2026-07-31T12:13:16,43.93694006,24.24479233,95.20813226,94.364947,8.556666667,3,20,1,7,91,59
139,96e09324-09d1-479f-9a0f-83f92438f787,2023-01-19T10:48:47,14.48421714,89.19419995,29.05698677,37.97298363,347.25,4,77,2,5,92,113
140,8061475a-9c1c-48f4-b712-c56d4ac38f3e,2026-01-21T17:20:54,4.281380536,71.70728981,78.83033908,90.02616194,85.4,2,3,10,1,44,808
141,3f903670-4b21-46e2-ab14-6da7e688ee6c,2023-11-05T10:50:43,58.98182981,65.46036622,78.42449523,25.86049047,617.4,4,11,10,4,22,895
142,5b5730b9-a72b-4fc4-accc-ec4e6223ed75,2025-02-22T01:57:49,22.94890099,70.77541115,43.45495497,52.35117087,41.80221459,8,9,4,3,50,714
143,cce0fe6c-3232-4d81-9464-70e6d077d13a,2032-02-06T02:58:59,57.90403261,20.00427827,61.79745486,55.28368051,233.4886364,2,79,8,9,23,88
144,5fffe027-81dc-4d11-a817-d0f2e645f479,2015-01-07T18:26:00,50.09207233,17.63130122,57.00310855,1.003129504,695.4666667,8,68,2,3,39,267
145,aead29ba-53b1-4af3-ae6a-0ac463ad7701,2028-08-04T15:27:31,10.28899553,60.57347892,81.11065124,3.524440728,27.375,8,78,10,2,72,961
146,5adc2ef4-253f-40db-8235-72d1f06bcf53,2028-04-09T19:37:06,25.58620729,62.4022376,93.62731201,39.17898588,153.4583333,8,81,4,4,30,353
147,2be5ffbf-6e5e-4ab9-a1da-c2bb26c6a93a,2019-12-29T13:47:36,5.057530453,17.3942446,8.051513436,15.45113334,229.0344828,3,20,5,8,36,996
148,0ef0c029-98b6-43a2-8fcd-089d168013d8,2032-06-14T14:28:19,77.35993201,31.98962423,76.4148635,32.87603797,218.4,9,53,6,1,96,420
149,08899a80-06dc-458c-9603-55035788dc3e,2022-03-02T13:50:02,4532.412256,14.42782106,34.32443108,39.89627482,20.78271605,4,27,2,5,82,268
150,9fcea08b-5138-4831-8904-338755067f81,2026-05-18T08:04:01,1091.439631,93.63633468,65.67841834,39.93745957,1432.741935,10,3,8,7,6,62
151,9471f027-df3e-4519-a91e-e55f6efc5dea,2017-01-14T01:53:14,4.707637303,45.42008519,3.388529679,63.60771414,157.7881356,7,75,1,8,64,925
152,c86cbead-a657-413c-9f90-f6685f4c5c3e,2019-07-15T07:35:15,54.66027706,60.15688668,32.80806391,35.11353519,17.22352941,3,3,7,8,75,477
153,e92b0b1a-92ee-48f5-89ed-338b92bb6a06,2016-04-24T00:39:45,0.0534691,14.39698597,58.80260614,18.57760842,93.68735632,6,72,7,8,61,88
154,417f9111-fc1f-43e5-beaf-002b136a7e08,2023-06-25T07:40:21,25.3613014,44.72616688,28.66635535,49.50873239,2.252873563,5,38,8,4,75,215
155,20b24c8a-1b40-4393-af03-e0b42c738f3f,2020-02-13T13:41:23,1.636603291,80.8771363,91.42093297,22.55101239,1001.3,9,42,4,5,92,533
156,22c43842-487e-4ef1-8962-21d32f2950bd,2022-10-03T10:00:01,108.5599695,77.70338451,42.91292234,26.41509133,19.875,8,6,5,5,77,315
157,e4b0b5b1-ec3f-4e92-88ad-b8bd79437bd8,2018-11-11T02:02:20,37.58642818,82.12600725,46.47414405,42.68117544,9.105082418,8,54,4,7,90,459
158,38e8b9a4-4e37-44b5-bdd2-5422864ed525,2014-06-27T02:07:02,3.993075407,46.26187783,31.24793594,56.25259618,7595,6,48,1,2,80,662
159,d5f1445a-7c14-4d45-82cd-9f3777b1610e,2018-04-09T14:53:18,6.223833908,5.95445352,40.18371438,26.04810122,5895,4,77,4,1,59,325
160,fb33bac9-5401-4a69-a046-ae8f2bc9a492,2014-11-10T18:58:29,48.9983194,22.62402317,91.7708921,60.36146918,598.3316327,4,24,8,8,22,105
161,9c3ba97c-07e6-430c-b724-33f54c7539a2,2023-06-13T15:30:58,12.04871937,8.376236913,55.29291265,44.12223352,77.8125,3,61,2,8,81,104
162,37e02b8e-9143-4b48-a68f-6c9af23aba72,2034-08-24T06:32:07,17.4503214,2.124050435,28.36041468,96.70657568,178.2981818,7,31,8,3,75,44
