,rider_id,rider_timestamp,Nth_churn_rate,Nth_users_lost_during_period,Nth_users_at_start_of_period,Nth_percent_of_all_users,Mth_customer_lifetime_value,Mth_number_of_customers,Mth_number_of_purchases,Mth_number_of_unique_customers,Mth_sum_of_customer_lifespans,Mth_total_number_of_purchases,Mth_total_revenue
33,580df274-e5e8-4598-b295-57155a2a1eea,2016-09-10T15:13:57,120.2184869911198,43.07985334158392,96.8072061576742,61.602697037398826,37.90789473684211,1,53,3,2,39,532
34,c17e99f8-2ccf-41e0-9c65-c608412af0f2,2014-07-30T23:47:00,546.0326568284645,48.64072066147208,26.556849459037004,99.7236631983824,177.735,3,32,7,8,35,754
35,ce1b4238-6ad4-45e1-8278-55cff89b1ad1,2029-09-29T05:42:51,56.81123075194008,45.5986998771753,61.261699256992316,47.862948688614516,89.17045454545455,7,5,8,7,27,394
36,4bde6c61-6afe-4d42-818f-aa20214b90f2,2014-10-24T08:48:17,11.112829909210623,4.00951028322819,79.80640348606413,66.27990134732278,942.2448979591836,6,19,8,4,78,967
37,92ee5380-4534-4040-b2fb-8aaed8cfa8e7,2021-03-02T03:28:56,13.414297143133737,46.23833784236504,18.761978509130262,27.171991666989324,629.8717948717948,8,58,2,5,49,528
38,cea7900c-6b4a-4f77-a8d2-8674afd4548f,2025-08-08T16:18:32,73.43278200885132,70.8648304920874,4.358297044041426,48.06568883435073,6.051522248243559,6,80,9,7,85,49
39,8551226b-60cd-4efc-88c3-42d306e87815,2017-10-07T17:50:40,18.337678817084363,71.72612195561831,57.92823711961502,20.673318726827805,228.77142857142854,10,72,4,7,66,393
40,4088ae47-2658-4059-85f7-3dfda48664d5,2028-01-16T03:08:59,441.8573796649586,36.36282875042508,48.18878393716645,4.7207973137911585,7.76953125,8,96,7,3,37,165
41,763db6d3-9696-4b02-9cb3-8c5c386cdf48,2027-08-13T05:54:01,259.59065033304995,14.327657758416223,2.831829062848501,74.16922457351541,99.52207792207793,9,38,8,3,68,246
42,4384861b-5786-4fa7-8177-d4b772200943,2021-12-06T20:40:17,151.3612452153934,27.098826728838056,56.52547855605812,97.2888137217924,257.9473684210526,5,32,9,5,3,745
43,8a8a36e6-3362-44e9-b7d2-b8064aa1abc1,2030-05-28T22:27:52,44.659475510746205,3.541658846628104,5.267906700513159,28.607351890931564,199.50604838709677,3,86,5,8,94,386
44,4e6ae91d-ea03-44b9-a8cf-00b6f5e4057b,2030-11-20T13:03:27,51.30176039486282,67.66048855302171,66.89684716497128,52.561360892078135,559.0212765957447,2,32,6,3,77,859
45,469a4816-371b-4f97-96b8-863dadefc42e,2019-09-12T16:08:44,31.887804153031684,87.94540723123316,38.453729240010674,71.80545447885748,55.48101265822785,10,9,2,4,27,527
46,9c491114-ecc9-4bc5-980c-fbbc206e8cb8,2033-08-21T07:04:25,9.068336069968069,11.098956614947408,44.328779829015154,75.85620817335764,35.43650793650794,5,80,5,4,25,952
47,18fa28fa-3b83-4e41-8cf4-9b970301c06b,2030-08-22T01:47:52,29.619014769332455,98.97684156744846,69.97947884971889,95.11520044347854,79.58,6,32,8,7,99,494
48,7d1f93e6-af58-4ed5-930f-7021f638dea2,2022-11-05T13:35:57,0.8325049969776845,98.24477173536569,43.17708287982687,61.94202201044402,298.4625,9,16,4,10,27,333
49,3bda7ca6-1938-4263-ba6c-fa052de1574f,2014-09-08T17:04:52,40.9025200958301,4.504496975451833,94.60631305037614,38.56289111823791,34230.0,8,11,6,2,11,239
50,72f65d54-4576-4521-995e-d0ae67f7f1ad,2018-05-11T02:30:22,355.69404019287845,78.14481256084484,3.919938145107804,93.0341266756385,8.642676767676768,4,85,4,1,36,534
51,302791cc-1a96-4bb4-af0d-702d7884f874,2032-04-24T09:27:39,157.62099746212417,9.057886047470543,89.27828485931772,47.22516039961002,799.5689655172414,1,97,9,4,89,409
52,74412c50-ef75-47ff-be30-6e6d9f23df5b,2021-05-05T18:52:10,71.72695305102543,29.260983112641647,13.246286001312091,16.269517354930553,115.4094827586207,5,65,10,7,7,328
53,0fb0f912-d70e-4eec-b046-ba40f84e4dd9,2029-09-23T00:02:15,259.3118501583018,94.69456480965101,44.2761311745454,6.4509000490261865,48.62925170068027,3,54,5,8,47,842
54,596c4a0e-217b-4417-b761-929687f719ca,2014-05-05T02:33:36,90.99962649650959,80.31755540488487,21.461035628171942,44.91747217440626,0.7333333333333334,4,35,8,6,81,885
55,8793dc86-d00b-4686-845c-a8d95484fca5,2018-10-17T02:47:07,429.11454874386317,14.353218008347401,25.94907003836624,14.165453363957914,308.6875,9,73,9,9,18,901
56,e47cfa9a-2367-40e8-bade-1f4c8ed51a83,2023-04-16T20:43:19,0.09083771693689255,49.581852539392735,33.372283062683984,68.54350474274486,89.34156378600824,2,8,5,4,28,406
57,a28480ce-5f12-46f0-9a5d-d394ab5aec01,2019-11-04T03:42:44,9.09937106542754,99.21288760013428,48.595422543062604,43.00369810197615,1.1053921568627452,3,81,8,1,89,989
58,a03e9ec9-0222-44b7-9bf8-5b19fc0b26e1,2025-04-21T14:27:48,52.09838783414759,4.322328670195297,40.02583611395525,60.478522397657265,39.62962962962963,2,48,8,6,57,778
59,a85eea3a-4dc3-4041-b53c-a5ed7bc160d0,2028-03-10T07:38:38,167.35353392331143,79.8916875635381,19.987789984907945,23.118007658957072,710.3249999999999,10,53,2,2,63,444
60,a399311b-1dce-4e6f-b6ec-5ff5e967aaff,2030-08-23T00:42:24,13.82510536077471,40.60093752428181,99.99227636900262,71.85638758206935,40.626506024096386,7,93,8,4,78,289
61,4793cb7c-04db-4f46-9315-71a34a1181b7,2022-09-04T21:12:25,215.9952609335853,19.573856424613957,86.64562647980556,37.36464911137231,12.291525423728812,8,28,10,6,85,129
62,9df615f5-195a-477b-bc37-de9a1a8548de,2027-03-31T00:03:44,20.304651911549133,38.730952094505255,38.752008407277316,16.76906223880189,1730.4657534246576,8,68,3,6,37,820
63,83f343f6-4c7c-4586-ac77-2aac3d40364f,2018-08-24T02:56:24,0.466785518301457,17.88241056692591,16.064548089587806,87.95183014257827,77.2972972972973,3,27,9,7,46,999
64,f7beeb51-33f9-4ef3-a262-a083d03ce8db,2019-09-04T03:48:02,1.8532666313281707,41.894389516576716,42.857003160263275,97.90536032953429,15.666666666666666,3,48,4,10,9,591
65,df63f759-4e64-4494-aea0-6eabd85002d8,2015-01-17T23:52:01,121.5750656095762,12.25240406578071,70.83213015488384,35.64628952904716,12.655774647887325,8,76,8,7,81,906
66,e91c974d-40df-4993-ad0f-26c0908a2e67,2021-03-23T06:01:11,1924.3372260608808,60.6241525494148,39.96457185835518,2.865711699124329,701.8,1,64,7,5,32,292
67,99b48968-8421-46a2-b473-0806c19415ea,2026-08-26T05:40:57,26.765674881743557,15.821474298417792,1.7229075386727466,28.139575763516824,686.046511627907,1,41,7,7,65,412
68,c7ebd7f9-8bb1-46ec-8ecc-4f6e3066fe70,2023-05-05T09:54:14,262.744673096494,37.14381882794198,71.79043765752459,29.020073318799867,17.875000000000004,2,44,9,2,57,704
69,85b7e06e-bf68-4d98-98a7-96704880f7f8,2023-10-25T08:47:18,25.223482738236868,39.66915649983845,83.0576040669102,50.397916630810556,49.07142857142857,1,69,7,7,10,998
70,bd06e886-2766-4e38-bcdb-485f49d6e3a1,2017-06-24T13:35:03,54.68990024885073,47.13251271239983,66.10601112302909,62.15101086939689,3.1111111111111107,4,94,4,4,94,648
71,8a39b02a-a716-4610-afe2-c4a2c6b321c6,2026-10-31T20:48:32,479.4357606686003,57.21665776965194,54.04401155512921,65.24619598309681,55.38194444444444,1,33,7,1,32,79
72,2d5f8b6c-b673-4c0b-bbd8-574c4d39315f,2020-07-11T09:57:43,6.423592750893715,9.03968203073411,31.75570973868409,28.022490209574848,9.271739130434783,8,5,6,7,96,584
73,9a547353-9ec6-4c5d-a73d-aba11c573db5,2019-08-26T13:10:56,689.1541955659588,17.200581556588833,3.7307705243842637,76.46625827755523,57.34666666666667,1,100,10,4,2,483
74,d9cf9c8d-229f-413e-9c47-81e9022b591b,2018-01-26T01:28:54,46.884435833053445,22.820064106123738,0.3017944204966039,64.65967838256937,3.019480519480519,5,87,6,4,74,220
75,679fff67-da9d-4c6f-ad6b-49833338be00,2024-06-02T04:21:16,118.91530409929524,35.512849181361936,15.460629727315844,77.57798240485843,16.27659574468085,3,2,5,6,29,574
76,1d310572-757b-4ae5-b046-eb7b8737d426,2025-01-30T08:15:46,365.3294961858283,18.854880770429318,72.41320461221817,69.23513191803836,39.12801484230055,8,5,1,6,8,6
77,4be8b3fa-bcb9-4bec-97ea-a9b7cdeb153d,2023-06-25T21:29:03,322.3127455965191,72.95393620692023,10.569847664431254,4.598602990617584,1287.674418604651,5,42,3,2,21,275
78,a39ad2f5-81b2-49ad-963f-b5c42fb7419a,2020-12-29T15:36:09,3.755095640449522,77.4486193318844,74.96580808066012,54.26540941525179,13.125,3,96,2,3,39,499
79,079fa2eb-431b-41ae-b452-983205a0878b,2029-12-01T02:44:00,55.10124925164449,31.775951738211962,0.48235868850809993,29.548887049415605,1929.6111111111113,1,31,10,1,34,570
80,2f668b6a-b91f-48a3-ac90-3ffbd85413ab,2018-03-06T02:30:44,3.3713137651761453,58.730024564495196,6.228156161016574,45.877250926052795,24.31421052631579,5,21,1,10,33,113
81,fa1d61ed-ecbe-4506-9b30-97123a8d1660,2027-12-19T17:11:23,19.222707347762814,0.3283711645569509,62.96189973962626,56.48704128016565,473.3975903614458,5,8,10,4,17,729
82,936af93b-f940-41aa-ae3e-ef623a13cc71,2016-12-31T14:37:00,79.77611323938892,3.642398598462948,32.488987368583544,30.404392191432084,56.24489795918366,2,28,4,4,58,359
83,86d256b9-a8d3-4a8d-9fe1-7e5bb068983a,2027-08-05T14:03:03,23.44228427512602,76.164970225036,94.18577349355559,26.760333166691364,92.4,5,15,4,1,84,547
84,68ad26e3-b2d4-4148-a2c0-fcc2f41683c2,2017-02-27T06:35:43,143.8240013223783,13.80812608606713,14.360371548820872,46.416923447247804,19.04,1,8,4,7,17,358
85,1a7e7422-8cd1-43f4-b904-9d49f6600097,2028-05-15T19:01:39,1089.1535348783639,90.83746554324644,34.77115337941529,89.5874710554261,893.4761904761905,7,27,7,4,89,581
86,d0b2e4eb-e8e5-438a-88ed-8755dc8a906a,2030-08-05T04:06:20,1.7616404657450948,36.00975566267542,68.62178956973996,44.06873809774897,12724.25,10,97,1,4,42,653
87,992993ff-7e30-4d97-a9c7-a44de3aba4aa,2014-11-12T03:58:22,11.642070989012792,9.654590978552912,37.49122441376659,77.34719848350795,4.9875,9,36,4,4,91,269
88,e46508c7-ed88-445c-a424-5102b6ce5b11,2022-10-17T15:45:25,57.916985294618904,88.77673469961368,52.307995416823324,89.2589196454567,66.0,2,52,7,6,28,122
89,96c7cc4d-e3fd-4b85-9123-1b9c2ed2d5d5,2020-06-14T18:12:45,52.87863771319306,64.54110330844469,48.80570706343751,76.68829542941064,56.956521739130444,2,74,2,8,90,61
90,a6c28aea-fff3-4822-816c-6048c7748820,2030-05-07T13:22:48,21.0387633667076,37.488564193893644,72.95910752956787,76.95445528722598,39.52577319587628,3,70,10,10,24,349
91,61859cdd-c932-43e4-b5fa-e5becfb317a1,2021-11-28T15:09:10,5.990666365065425,81.2168098561699,18.136680916757964,27.423270915823405,536.15625,6,54,4,9,19,237
92,72a5db49-15f3-4714-9528-6d4b67ea64d7,2023-08-21T02:59:36,630.1391677905244,8.066612459456435,75.46121539755079,46.31722665471718,926.1742424242425,9,5,9,10,86,438
93,ad039a16-4d7c-4d8a-b977-90c51d97125f,2023-02-03T23:39:07,41.651468249911844,3.8115460523171607,28.379549856559283,7.585545734530863,19.43298969072165,8,65,4,8,61,744
94,f6e23cad-1330-4804-9f64-04041c9ae974,2033-10-01T23:17:09,11.243396838682992,51.45603895998102,23.57647508437263,24.43878931813741,5.8937198067632846,2,17,5,6,15,813
95,2716c759-596b-4bda-8493-a9f72e18841f,2014-07-14T20:29:58,48.65959774075686,47.87418558598805,75.23495867867199,47.767622054927784,44.69830508474576,1,67,4,3,68,312
96,e5c9b499-7a1d-4bcc-a484-fca92ffda799,2024-08-10T02:45:54,39.57200732797337,53.4838071208968,14.404918823364099,99.01583285116315,110.47325102880662,5,40,4,1,86,692
97,282bf43d-70ec-496e-91bc-1f92a3317a98,2016-01-29T08:42:04,335.57762069081986,92.58051817028719,18.943509755746124,15.412176936145084,82.83508771929823,8,83,6,8,1,706
98,e8a6c1f4-5dcc-48b0-a334-026d5237d0d7,2029-08-23T13:08:34,29.403034483575293,43.22723705432379,46.26621122606156,50.009109856350605,95.50000000000001,7,61,3,4,80,773
99,909c21b1-5e71-477a-b0ac-85607da48975,2022-01-13T16:27:49,78.97231965751656,92.54925499448305,79.61036213098804,0.4623669467284097,23.04126984126984,8,40,1,8,87,564
100,894447d4-9858-410d-b4f6-01d111c30f3a,2015-04-19T15:40:25,96.61858342875506,70.70299072592576,19.798822773458525,87.57984515937419,422.5185185185185,8,12,6,1,23,704
101,5555e959-381c-4bcf-b09b-f0531859b54c,2020-10-27T01:41:39,3.7833725231186732,99.01724655091658,46.03170586584506,49.97912380314046,726.5032258064516,10,93,3,5,100,581
102,ce4c6839-2ac1-4ebd-86d5-1ef91c8e4eca,2027-10-11T01:08:25,62.67051350008163,35.17196710025041,68.17439217331714,23.326952557902615,1302.0,5,10,7,2,19,527
103,99c2aae8-e49e-43e1-882d-5e6b04ef30db,2019-03-16T04:53:24,23.926965381485022,34.793050925032276,59.50411559972253,98.09617903832437,83.11688311688312,10,93,3,1,98,104
104,72eb7b5f-fcf9-467e-8afc-d8be1b4234f5,2033-05-29T15:13:49,44.01784289360855,51.37209423122945,46.75147789781373,47.26334544605484,1734.8571428571427,5,39,3,6,74,812
105,7c8abc65-9c00-452d-9f28-bb67c32955b7,2033-01-23T23:28:10,28228.788667041394,31.494970850282268,88.53048677317527,13.264191845644003,20.631428571428575,10,65,1,8,65,918
106,2da461cf-e70c-4112-b53a-d2c365eea2d3,2018-01-09T10:54:28,310.77274165036545,91.73805706880063,24.08598724136638,3.9134914808468757,19.25,4,3,8,10,10,519
107,0893c47a-a11d-4b52-9376-a1fc2232b7c0,2030-06-14T07:23:03,86.0524560866751,82.42069270323603,94.50233209127312,43.82851929327048,24.08773291925466,6,7,10,7,68,554
108,ab529fb8-485a-4eee-ab54-f8c61fb73749,2023-06-16T02:22:39,7.824025448212397,52.4822606459576,72.69435056343734,88.91338328724547,26.631818181818186,3,38,7,10,91,337
109,c75beec0-385e-4303-adcc-c46cfcc13e73,2021-12-28T14:50:45,61.36798371110597,85.12437177827121,88.52368784603999,27.211389654610418,2102.462962962963,3,9,5,3,78,434
110,dae790c7-679d-49ad-a862-bbd6dccf13db,2018-09-10T03:14:10,63.33045299024556,44.89623113946662,46.2620916617266,59.52408806451318,1422.0,8,34,1,9,100,633
111,c950e262-8152-48f0-a217-7a9dddb3d15b,2014-09-01T07:27:04,4.9689606260027555,89.81713502225426,2.3641731397090027,72.59987255157921,29.41573033707865,8,99,3,9,50,511
112,4cf3c578-daf9-4b94-86e1-48f0be671fbe,2015-12-16T16:06:14,5.583517637683326,82.43580865321073,68.56029393032028,84.55173210913281,8540.77777777778,6,4,5,6,45,631
113,6dfd4ede-2313-413b-a405-64e254a2e59f,2026-06-15T23:25:42,31.87563847548302,39.47307244500657,97.81171611470353,97.76605005257102,73.97938144329898,4,62,1,5,63,486
114,23ebe694-4297-4793-a81a-70d0df7f96c9,2015-08-03T04:47:43,2.0248788087611342,86.55723020866283,53.369622678280194,22.58969892352216,291.0,8,55,9,4,88,299
115,44b28b16-38da-4070-bf8a-39bbfc83a259,2019-01-15T16:56:09,63.58719239937297,40.575020948821894,21.878612669767694,19.657322297505164,2256.428571428571,5,44,5,3,81,47
116,c6742254-f71f-40a3-a56a-14477dbde00a,2016-05-31T14:13:47,4.9626392176679985,77.29763267099547,50.87850261868383,79.7395887320354,23.90625,4,2,1,3,66,301
117,ec1d63dc-4a57-4aa0-aa74-0711fe82eab8,2034-01-08T01:02:52,36.166446314312864,44.75937457106388,53.762178308304186,0.5403258254352505,45.9047619047619,2,15,2,6,80,20
118,b17406f0-1d32-4593-bca3-9e68cb0f2d52,2030-08-29T21:24:27,44.61901419288163,81.51098641339533,14.31809598589563,51.428866462473636,143.58260869565217,10,26,6,6,10,140
119,0c6ee763-5f9c-4a6a-a1a3-9522e54438ca,2020-10-08T15:12:55,17.505389547476103,91.64534608937974,47.757314422979626,86.70948409497511,77.97183098591549,8,82,7,2,16,186
120,42cbc20d-4936-4d46-a21c-5c74af1444d0,2034-12-27T10:08:16,1.6040812582089126,84.80069410065593,91.25241857371704,52.672275420918204,280.6153846153846,9,44,9,3,50,366
121,2ede08ce-92e0-444b-a13e-11d8ebd1e19e,2015-01-30T20:42:51,12.772702236364912,2.44806511626805,26.273808537655352,36.251036837138706,74.84848484848484,10,42,3,9,82,269
122,d306427d-03f7-48ab-8d93-4ab29256d849,2030-03-23T22:57:00,1.919203164464548,10.20059499228827,83.3604081147909,27.932591068240942,7.375238095238096,3,81,3,7,13,76
123,afa2aa76-a828-446c-879b-7b6cf1862ae3,2017-07-17T12:57:02,8.244782178850057,2.711460492772344,61.35516231596782,11.44424025879135,4.109302325581395,5,77,6,2,53,998
124,46209c7f-1bc3-45fb-b8b9-8e2bc4953cb4,2021-05-07T22:48:51,2.2171470744271478,29.392011184505574,89.57052336004206,49.78935968440554,12.777108433734938,5,69,6,1,43,876
125,76fe2bfe-e495-4612-841b-0e1b647954f9,2020-02-27T05:58:26,72.38667342451483,8.988357513499068,32.17977724723935,90.37320491358716,291.3694581280788,1,89,2,7,29,161
126,5af6b86b-4bea-4877-8946-21487c4d92ad,2016-09-04T08:05:14,54.393364960841396,45.21397479913018,51.43055266631129,73.74057309989574,162.87654320987656,4,32,4,3,9,649
127,f225973e-bedf-4553-a6a7-a8213d0ce012,2016-03-31T08:41:40,31.542228909656647,90.67107847544335,53.87372605836474,71.08526693528923,2611.2,8,42,3,9,83,318
128,4511a806-0ce9-4381-b00b-7fd806107e3f,2024-12-11T21:58:44,32.63662289814442,35.331178810706795,55.40399235349563,30.698348172864076,25.15764705882353,3,91,5,3,98,307
129,0453d689-07f6-42e9-907b-aadd347b5b08,2021-11-22T00:00:06,3.1759693561274536,55.261026048774454,47.428181116719706,36.333457450304806,9.679012345679013,2,76,6,9,90,116
130,a4c3643f-35d6-41c4-a480-3a01cec410b0,2026-10-12T15:17:15,143.22735310548862,96.2449156944765,4.507332576886247,94.56318784713538,83.11363636363636,3,38,9,2,45,534
131,3a33c3f3-ec1e-4086-ac52-a7ee6ae02c4c,2022-10-04T05:24:03,48.90704742566083,5.194312883427987,84.825725440587,61.93888088854084,79.6078431372549,6,6,5,4,88,633
132,7d65ec4a-60d0-4833-a541-4c28f0dd7fbc,2032-11-12T20:05:06,375.1119208315925,18.305421026114367,45.75614739728475,3.4038074059426715,66.33333333333333,4,65,5,8,75,506
133,5aec982e-befa-4695-b850-b3d2e192b866,2019-12-18T03:13:59,0.1533657738365893,56.055046117356746,16.219883195954367,22.469867685290247,0.5675675675675675,3,100,4,4,100,194
134,c6bc1c6b-49c1-42a6-b337-e0a53bdbc26a,2029-03-20T01:16:47,362.02495288363866,11.139059161246445,15.547637333496688,57.86744051278719,401.25,6,5,9,10,16,933
135,9cb9a84a-385b-4475-80e3-1cd9f1d02627,2017-09-02T19:03:20,21.526100964974557,59.699062064125656,64.42836847333527,30.60144841483241,21.61038961038961,3,15,1,10,96,270
136,87cbc53b-741d-4d1e-a945-02e2a14d768f,2027-11-15T10:56:45,4.052618706538674,48.44807594605754,38.0429979254426,51.62982203585833,3.8999999999999995,6,34,4,8,86,105
137,c36f86c1-b6ec-4fee-ba27-90879d28ee44,2019-03-01T11:39:45,16.899247450753336,40.27022611841318,98.45198479631269,14.714963418518556,2507.5,10,76,5,4,27,92
138,98fa4ba1-3ef7-499d-84bf-e0c564485215,2026-07-31T12:13:16,161.6767367803349,47.16240643688469,65.8193451326213,72.72357339512985,207.36,9,90,9,8,91,243
139,96e09324-09d1-479f-9a0f-83f92438f787,2023-01-19T10:48:47,10.488524341169567,17.189883324755684,53.08852453462085,66.2275191758934,73.42222222222222,9,71,1,5,41,567
140,8061475a-9c1c-48f4-b712-c56d4ac38f3e,2026-01-21T17:20:54,10.586731662445638,60.75267857354434,3.0006465306276264,87.16600489393184,11.18888888888889,10,75,3,10,63,649
141,3f903670-4b21-46e2-ab14-6da7e688ee6c,2023-11-05T10:50:43,83.26177925310475,69.1799115604868,41.00441828128203,33.35346093092095,59.37903225806451,2,84,9,4,2,181
142,5b5730b9-a72b-4fc4-accc-ec4e6223ed75,2025-02-22T01:57:49,64.70832030326743,83.33095764624883,67.43903246848312,82.94055671406576,523.5374149659864,8,57,5,6,87,601
143,cce0fe6c-3232-4d81-9464-70e6d077d13a,2032-02-06T02:58:59,75.43463983459398,5.4810497401171165,28.18615405317596,25.069716302830457,25.317391304347826,5,23,2,2,4,149
144,5fffe027-81dc-4d11-a817-d0f2e645f479,2015-01-07T18:26:00,30.85487000645046,67.9765603466748,73.94449029636264,94.90229107927713,157.0420168067227,8,27,2,3,24,37
